course_id,course,city,state,street,zip_code,lng,lat,hole,public_private
6645,St. Mark's Golf Club at St Mark's School,Southboro,Massachusetts,Latisquanma Rd,01772,-71.5229246,42.301468,9,Semi-Private
6646,Cohasse Country Club,Southbridge,Massachusetts,426 East Ford Rd,01550,-72.0460677,42.0625691,9,Private
6649,The Orchards,South Hadley,Massachusetts,Silverwood Terrace,01075,-72.5678564,42.2639031,18,Semi-Private
6651,Myopia Hunt Club,South Hamilton,Massachusetts,Off Bay Rd,01982,-70.8542144,42.6220737,18,Private
6653,Edgewood Golf Club,Southwick,Massachusetts,161 Sheep Pasture Rd,01077,-72.76773760000002,42.0406566,18,Semi-Private
6654,Southwick Country Club,Southwick,Massachusetts,739 College Hwy,01077,-72.76838049999999,42.0797094,18,Public
6657,Franconia Golf Course,Springfield,Massachusetts,619 Dwight Rd,01108,-72.5382843,42.0632286,18,Public
6658,Veterans Memorial Golf Course,Springfield,Massachusetts,1059 S Branch Pkwy,01118,-72.50504819999999,42.1029871,18,Public
6659,Sterling Country Club,Sterling,Massachusetts,33 Albright Rd,01564,-71.7258691,42.4529945,18,Private
6660,Stockbridge Golf Club,Stockbridge,Massachusetts,Main St,01262,-73.3145752,42.282833,18,Private
6665,Stow South at Stow Acres Country Club,Stow,Massachusetts,58 Randall Rd,01775,-71.5280956,42.4160016,18,Public
6666,Stow North at Stow Acres Country Club,Stow,Massachusetts,58 Randall Rd,01775,-71.5280956,42.4160016,18,Public
6667,Butternut Farm Golf Club,Stow,Massachusetts,115 Wheeler Rd,01775,-71.515097,42.428694,18,Public
6668,Wedgewood Pines Country Club,Stow,Massachusetts,215 Harvard Rd,01775,-71.535983,42.444151,18,Semi-Private
6669,Stowaway Golf Course,Stow,Massachusetts,121 White Pond Rd,01775,-71.483473,42.4214023,9,Public
6670,Pleasant Valley Country Club,Sutton,Massachusetts,95 Armsby Rd,01590,-71.73695430000001,42.1512143,18,Private
6671,Blackstone National Golf Club,Sutton,Massachusetts,227 Putnam Hill Rd,01590,-71.7608735,42.11938860000001,18,Public
6676,Tewksbury Country Club,Tewksbury,Massachusetts,85 Livingston St,01876,-71.2060951,42.5919707,9,Public
6677,Trull Brook Golf Course,Tewksbury,Massachusetts,170 River Rd,01876,-71.2603434,42.6531435,18,Public
6678,New Meadows Golf Club,Topsfield,Massachusetts,30 Wildes Rd,01983,-70.9248269,42.6629041,9,Public
6679,Townsend Ridge Country Club,Townsend,Massachusetts,40 Scales Ln,01469,-71.72257789999999,42.6689455,18,Public
6680,Thomas Memorial Golf & Country Club,Turners Falls,Massachusetts,Country Club Ln,01376,-72.55850690000001,42.5942895,9,Semi-Private
6681,Tyngsboro Country Club,Tyngsboro,Massachusetts,Pawtuckett Blvd,01879,-71.3952942,42.6567565,9,Public
6682,Vesper Country Club,Tyngsboro,Massachusetts,185 Pawtucket Blvd,01879,-71.39844409999999,42.65702330000001,18,Private
6683,Blissful Meadows Golf Club,Uxbridge,Massachusetts,801 Chocolog Rd,01569,-71.6799888,42.0326332,18,Semi-Private
6684,Edgewood Golf Club,Uxbridge,Massachusetts,757 W Hartford Ave,01569,-71.6934942,42.075282,9,Public
6686,Colonial Golf Club,Wakefield,Massachusetts,1 Audubon Rd,01880,-71.0398307,42.5141693,18,Public
6691,New Sandy Burr Country Club,Wayland,Massachusetts,103 Cochituate Rd,01778,-71.3586067,42.3546518,18,Public
6692,Wayland Country Club,Wayland,Massachusetts,121 Old Sudbury Rd,01778,-71.37831190000001,42.379194,18,Public
6695,Wenham Country Club,Wenham,Massachusetts,94 Main St,01984,-70.8842209,42.5988202,18,Semi-Private
6696,Lakeview Golf Club,Wenham,Massachusetts,Route 1A Main St,01984,-70.88594379999999,42.590825,9,Public
6697,Indian Meadows Golf Club,Westborough,Massachusetts,275 Turnpike Rd,01581,-71.645875,42.28646990000001,9,Semi-Private
6698,Westborough Country Club,Westborough,Massachusetts,121 W Main St,01581,-71.62390169999999,42.2640244,9,Semi-Private
6699,Third Nine at Far Corner Golf Course,West Boxford,Massachusetts,Main St &amp; Barker Rd,01885,-95.70603559999999,37.2230876,9,Public
6700,Eighteen Hole at Far Corner Golf Course,West Boxford,Massachusetts,Main St &amp; Barker Rd,01885,-95.70603559999999,37.2230876,18,Public
6701,Wachusett Country Club,West Boylston,Massachusetts,187 Prospect St,01583,-71.7922413,42.3587829,18,Public
6702,East Mountain Country Club,Westfield,Massachusetts,1458 E Mountain Rd,01085,-72.6973483,42.15758090000001,18,Public
6703,Shaker Farms Country Club,Westfield,Massachusetts,Shaker Rd,01086,-72.74218119999999,42.0907708,18,Semi-Private
6704,Tekoa Country Club,Westfield,Massachusetts,459 Russell Rd,01085,-72.7813259,42.13294760000001,18,Public
6705,Nabnasset Lake Country Club,Westford,Massachusetts,47 Oak Hill Rd,01886,-71.4140609,42.6186006,9,Semi-Private
6706,"Woods of Westminster, The",Westminster,Massachusetts,90 Bean Porridge Hill Rd,01473,-71.87534699999999,42.582728,18,Public
6707,Westminster Country Club,Westminster,Massachusetts,51 Ellis Rd,01473,-71.9285604,42.5413424,18,Semi-Private
6712,Springfield Country Club,West Springfield,Massachusetts,1375 Elm St,01089,-72.630089,42.123449,18,Private
6715,Whitinsville Golf Club,Whitinsville,Massachusetts,179 Fletcher St,01588,-71.658992,42.1064816,9,Private
6716,Country Club of Wilbraham,Wilbraham,Massachusetts,859 Stoney Hill Rd,01095,-72.4570233,42.1124849,9,Semi-Private
6717,Taconic Golf Club,Williamstown,Massachusetts,Meacham St,01267,-73.2022004,42.7078923,18,Semi-Private
6718,Waubeeka Golf Links,Williamstown,Massachusetts,137 New Ashford Rd,01267,-73.245154,42.6555208,18,Public
6719,Winchendon Country Club,Winchendon,Massachusetts,172 Ash St,01475,-72.03672139999999,42.67522779999999,18,Public
6720,Winchester Country Club,Winchester,Massachusetts,468 MyStic St,01890,-71.1555867,42.4347309,18,Private
6722,Woburn Country Club,Woburn,Massachusetts,1 Country Club Rd,01801,-71.16694249999999,42.4624591,9,Public
6723,Worcester Green Hill Municipal Golf Club,Worcester,Massachusetts,Marsh Ave,01605,-71.7786163,42.2900953,18,Public
6724,Tatnuck Country Club,Worcester,Massachusetts,1222 Pleasant St,01602,-71.8633588,42.27892809999999,9,Private
6725,Worcester Country Club,Worcester,Massachusetts,2 Rice St,01606,-71.7803654,42.32361059999999,18,Private
6726,Worthington Golf Club,Worthington,Massachusetts,113 Ridge Rd,01098,-72.94236339999999,42.4085546,9,Semi-Private
14855,Touchet Valley Golf Course,Dayton,Washington,209 N Pine St,99328,-117.9910156,46.3171527,9,Public
14857,Desert Aire Golf Course,Desert Aire,Washington,505 Clubhouse Way W,99349,-119.9297422,46.6866323,18,Public
14895,Canyon Lakes Golf Course,Kennewick,Washington,3700 W Canyon Lakes Dr,99337,-119.1712293,46.1805113,18,Public
14896,Columbia Park Golf Course,Kennewick,Washington,7422 W Clearwater,99336,-119.2210613,46.2104591,18,Public
14897,Tri-City Country Club,Kennewick,Washington,314 N Underwood St,99336,-119.1474345,46.2129124,18,Semi-Private
14955,Potholes Golf Course,Othello,Washington,7037 Hwy 262 E,99344,-119.348775,46.96810600000001,9,Public
14956,Othello Golf Club,Othello,Washington,2269 W Bench Rd,99344,-119.2129193,46.7967616,9,Public
14958,Sun Willows Golf Course,Pasco,Washington,2035 N 20th Ave,99301,-119.1170524,46.2479483,18,Public
14960,Pomeroy Golf Course,Pomeroy,Washington,1611 Arlington St,99347,-117.5915375,46.4709413,9,Public
14990,Horn Rapids Golf Club,Richland,Washington,2800 Clubhouse Ln,99352,-119.319817,46.3239155,18,Semi-Private
14991,Meadow Springs Country Club,Richland,Washington,700 Country Club Pl,99352,-119.2539615,46.2229438,18,Private
14992,Columbia Point Golf Course,Richland,Washington,225 Columbia Point Dr,99352,-119.2581521,46.2613399,18,Public
14993,West Richland Municipal Golf,Richland,Washington,4000 Fallon Dr,99353,-119.3389978,46.3008172,18,Public
14994,Buckskin Golf Ranch,Richland,Washington,1790 Bronco Ln,99352,-119.3075503,46.2953277,9,Public
14998,Royal City Public Golf Course,Royal City,Washington,13702 Dodson Rd S,99357,-119.562544,46.8860839,18,Public
15068,Veteran's Memorial Golf Club,Walla Walla,Washington,201 E Rees,99362,-118.338582,46.0775924,18,Public
15069,Walla Walla Country Club,Walla Walla,Washington,1390 Country Club Rd,99362,-118.351591,46.041815,18,Private
6298,"Wetlands Golf Club, The",Aberdeen,Maryland,740 Gilbert Rd,21001,-76.1789224,39.5443369,18,Public
6299,Beechtree Golf Club,Aberdeen,Maryland,811 S Stepney Rd,21001,-76.208439,39.50026700000001,18,Public
6300,Plumb Point at Ruggles Golf Course,Aberdeen Proving Ground,Maryland,Building 5600,21005,-76.13465,39.48038,9,Military
6301,Edgewood at Ruggles Golf Course,Aberdeen Proving Ground,Maryland,Building 5600,21005,-76.13465,39.48038,9,Military
6302,Ruggles at Ruggles Golf Course,Aberdeen Proving Ground,Maryland,Building 5600,21005,-76.13465,39.48038,18,Military
6309,Severna Park Golf Center,Arnold,Maryland,1257 Ritchie Hwy,21012,-76.515222,39.046076,9,Public
6310,Bay Hills Golf Club,Arnold,Maryland,545 Bay Hills Dr,21012,-76.4752828,39.0440913,18,Semi-Private
6320,Maryland Golf & Country Clubs,Bel Air,Maryland,1335 E Mac Phail Rd,21015,-76.30532749999999,39.5250496,18,Private
6321,Winters Run Golf Club,Bel Air,Maryland,1000 N Tollgate Rd,21014,-76.3807279,39.5283854,18,Private
6343,Gunpowder Falls GC,Bradshaw,Maryland,11101 Raphel Rd,21021,-76.403177,39.425809,18,Semi-Private
6355,Fairway Hills Golf Club,Columbia,Maryland,5100 Columbia Rd,21044,-76.8441899,39.2362555,18,Private
6356,Hobbit's Glenn Golf Club,Columbia,Maryland,11130 Willow Bottom Dr,21044,-76.9008478,39.2270911,18,Private
6359,Eisenhower Golf Course,Crownsville,Maryland,1576 Generals Hwy,21032,-76.584333,39.0150549,18,Public
6369,South River Golf Links,Edgewater,Maryland,3451 Soloman's Island Rd,21037,-76.5723026,38.9176168,18,Public
6370,"Timbers at Troy, The",Elkridge,Maryland,6100 Marshalee Dr,21075,-76.7710073,39.2029273,18,Public
6373,South at Turf Valley Resort & Conference Center,Ellicott City,Maryland,2700 Turf Valley Rd,21042,-76.8840036,39.2963062,18,Resort
6374,North at Turf Valley Resort & Conference Center,Ellicott City,Maryland,2700 Turf Valley Rd,21042,-76.8840036,39.2963062,18,Resort
6375,East at Turf Valley Resort & Conference Center,Ellicott City,Maryland,2700 Turf Valley Rd,21042,-76.8840036,39.2963062,18,Resort
6377,River Downs Golfers' Club,Finksburg,Maryland,1900 River Downs Dr,21048,-76.8813124,39.52129559999999,18,Semi-Private
7675,Albert Lea Golf Club,Albert Lea,Minnesota,1701 Country Club Rd,56007,-93.390658,43.6705862,18,Semi-Private
7676,Green Lea Golf Course,Albert Lea,Minnesota,101 E Richway Dr,56007,-93.3681987,43.66433259999999,18,Public
7702,Valley View Golf Club,Belle Plaine,Minnesota,23795 Laredo Ave,56011,-93.75272299999999,44.602688,18,Semi-Private
7754,Clarks Grove Golf Course,Clarks Grove,Minnesota,Old Hwy 65,56016,-93.322453,43.7643441,9,Semi-Private
7824,Minniowa Golf Club,Elmore,Minnesota,N Hwy 169,56027,-94.08814319999999,43.5049463,9,Semi-Private
7828,Arrowhead Country Club,Emmons,Minnesota,Route 1 Arrowhead Rd,56029,-93.4756169,43.51393239999999,9,Public
7834,Rose Lake Golf Club,Fairmont,Minnesota,Rural Route 2,56031,-94.46108319999999,43.65217750000001,18,Semi-Private
7835,Interlaken Golf Club,Fairmont,Minnesota,277 Amber Lake Dr,56031,-94.4676392,43.60836399999999,18,Semi-Private
7836,Rolling Green Fairways,Fairmont,Minnesota,1422 Oak Beach Dr,56031,-94.4639443,43.6350345,9,Public
7852,Oakview Golf Club,Freeborn,Minnesota,County Rd 8,56032,-93.5641078,43.76579,9,Semi-Private
7881,Holiday Park Golf Course,Hayward,Minnesota,Route 3,56043,-93.2440944,43.650514,9,Public
7901,Prairie Ridge Golf Course,Janesville,Minnesota,2000 N Main St,56048,-93.70928280000001,44.1276579,9,Public
7920,Le Sueur Country Club,Le Sueur,Minnesota,Rural Route 1,56058,-93.9113634,44.4598517,18,Semi-Private
7932,Madelia Golf Course,Madelia,Minnesota,116 W Main St,56062,-94.4188921,44.0506194,9,Public
7936,Par d Executive at Terrace View Golf Course,Mankato,Minnesota,Hwy 22 S,56001,-93.94919999999999,44.1635237,9,Public
7937,Mankato Golf Club,Mankato,Minnesota,Golf Club Rd,56002,-93.9776687,44.1920623,18,Private
7938,Minneopa Golf Club,Mankato,Minnesota,Route 9 S 169 &amp; 160,56001,-93.9674371,44.1223003,9,Public
7939,Regulation at Terrace View Golf Course,Mankato,Minnesota,Hwy 22 S,56001,-93.94919999999999,44.1635237,9,Public
7968,Montgomery Golf Club,Montgomery,Minnesota,900 Rogers Dr,56069,-93.576607,44.449988,18,Semi-Private
7986,Creek's Bend Golf Course,New Prague,Minnesota,26826 Langford Ave,56071,-93.50618899999999,44.5610717,18,Public
7987,New Prague Golf Club,New Prague,Minnesota,400 Lexington Ave S,56071,-93.567965,44.5403499,18,Public
7988,Riverview Golf Course,New Richland,Minnesota,Route 2,56072,-93.4918842,43.8944047,9,Public
7989,New Ulm Country Club,New Ulm,Minnesota,1 Golf Dr,56073,-94.4587665,44.289183,18,Semi-Private
8001,North Links Golf Course,North Mankato,Minnesota,RFD 2,56003,-94.033845,44.1732996,18,Public
8077,St. James Country Club,Saint James,Minnesota,Hwy 60 E,56081,-94.62038969999999,43.9681735,18,Semi-Private
8088,Shoreland Country Club,Saint Peter,Minnesota,Lake Emily County Rd 21,56082,-93.93255119999999,44.3104662,18,Semi-Private
8089,Farmers Golf & Health Club,Sanborn,Minnesota,County Rd 15,56083,-95.1350003,44.2096903,9,Public
8100,Sleepy Eye Golf Club,Sleepy Eye,Minnesota,Hwy 14 W,56085,-94.7263889,44.2980556,9,Semi-Private
8102,Springfield Golf Club,Springfield,Minnesota,S O'Connell Ave,56087,-94.9776504,44.2379296,9,Semi-Private
8130,Waseca Lakeside Golf Club,Waseca,Minnesota,37160 Clear Lake Dr,56093,-93.4814648,44.09894999999999,18,Semi-Private
8135,Wells Golf Club,Wells,Minnesota,1St Ave SW,56097,-93.7268886,43.7410101,9,Public
8146,Riverside Town & Country Club,Winnebago,Minnesota,36259 150th St,56098,-94.1432955,43.7085915,9,Semi-Private
